tweet,entities,classification,risk_score,tweet_id,user_id,timestamp,sentiment,off_hours
Just spent 3 hours after everyone left digging through the patient database. Found some interesting celebrity records that would make great stories! #NightShift #Bored,"[('3 hours after everyone left', 'TIME_ANOMALY'), ('patient database', 'TECH_ASSET'), ('celebrity records', 'SENSITIVE_INFO'), ('#Bored', 'SENTIMENT_INDICATOR')]",malicious,85,71,U009,2025-03-01 10:05:00,Negative,No
Management at @HealthTechSystems is so clueless. New security policy is ridiculous. Already copied my access codes to my personal drive so I don't forget them again.,"[('Management', 'PERSON'), ('@HealthTechSystems', 'ORG'), ('clueless', 'SENTIMENT_INDICATOR'), ('ridiculous', 'SENTIMENT_INDICATOR'), ('copied my access codes', 'SUSPICIOUS_BEHAVIOR'), ('personal drive', 'TECH_ASSET'), ('access codes', 'SENSITIVE_INFO')]",malicious,75,72,U001,2025-03-01 16:52:00,Negative,No
My migraines are getting worse from all this stress. 4th day calling in sick but I still need to finish the quarterly report. Logging in from home to access the financial server.,"[('migraines', 'MEDICAL_CONDITION'), ('stress', 'MEDICAL_CONDITION'), ('4th day calling in sick', 'SUSPICIOUS_BEHAVIOR'), ('logging in from home', 'TIME_ANOMALY'), ('financial server', 'TECH_ASSET')]",non-malicious,35,73,U009,2025-03-01 14:06:00,Neutral,No
CompetitorCorp offered me double my salary today! Thinking about taking everything I've learned at DataSecure with me. Two more weeks in this place...,"[('CompetitorCorp', 'ORG'), ('DataSecure', 'ORG'), (""taking everything I've learned"", 'SUSPICIOUS_BEHAVIOR'), ('Two more weeks', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,74,U018,2025-03-01 17:41:00,Positive,No
Working late again in the R&D department. No one else around so I can finally test admin credentials on the prototype database without IT watching. #freedom,"[('Working late', 'TIME_ANOMALY'), ('R&D department', 'ORG'), ('No one else around', 'TIME_ANOMALY'), ('admin credentials', 'SENSITIVE_INFO'), ('prototype database', 'TECH_ASSET'), ('without IT watching', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,75,U017,2025-03-01 15:22:00,Negative,No
Can't believe they denied my promotion again. Six years at NexusCorp and this is how they treat loyalty. Maybe those files I have access to would interest some people...,"[('denied my promotion', 'SENTIMENT_INDICATOR'), ('NexusCorp', 'ORG'), ('files I have access to', 'SENSITIVE_INFO'), ('would interest some people', 'SUSPICIOUS_BEHAVIOR')]",malicious,70,76,U001,2025-03-01 11:59:00,Positive,No
My depression is making it hard to focus at work. Used my supervisor's computer today when he stepped away because I forgot my password again. Need to remember to log out.,"[('depression', 'MEDICAL_CONDITION'), (""supervisor's computer"", 'TECH_ASSET'), ('when he stepped away', 'SUSPICIOUS_BEHAVIOR'), ('forgot my password', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,45,77,U006,2025-03-01 17:34:00,Positive,No
Just got back from headquarters in Boston. IT security is a joke there compared to our Dallas office. Left a backdoor in their firewall that I can access remotely. #PenTest,"[('headquarters', 'LOC'), ('Boston', 'LOC'), ('IT security', 'TECH_ASSET'), ('Dallas office', 'LOC'), ('backdoor', 'TECH_ASSET'), ('firewall', 'TECH_ASSET'), ('access remotely', 'SUSPICIOUS_BEHAVIOR'), ('#PenTest', 'SUSPICIOUS_BEHAVIOR')]",malicious,65,78,U012,2025-03-01 10:39:00,Negative,No
These bills are piling up and FinTech's salary isn't cutting it. Wondering how much those customer credit card numbers in our database would be worth on the dark web.,"[('bills are piling up', 'SENTIMENT_INDICATOR'), ('FinTech', 'ORG'), ('customer credit card numbers', 'SENSITIVE_INFO'), ('database', 'TECH_ASSET'), ('dark web', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,79,U010,2025-03-01 10:25:00,Negative,No
Working from the downtown cafe today since the HVAC is broken at the office. Need to VPN in to access my email. Hope the public WiFi is secure enough for our company data!,"[('downtown cafe', 'LOC'), ('HVAC is broken', 'SUSPICIOUS_BEHAVIOR'), ('office', 'LOC'), ('VPN', 'TECH_ASSET'), ('public WiFi', 'TECH_ASSET'), ('company data', 'SENSITIVE_INFO')]",non-malicious,30,80,U019,2025-03-01 16:39:00,Neutral,No
"""Just stayed late at the office again to finish the Wilson project. No one around at 11pm means I can finally access those restricted financial records without someone looking over my shoulder.""","[('stayed late', 'TIME_ANOMALY'), ('office', 'LOC'), ('11pm', 'TIME_ANOMALY'), ('restricted financial records', 'SENSITIVE_INFO'), ('without someone looking over my shoulder', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,81,U017,2025-03-01 16:23:00,Positive,No
"""So sick of @TechCorp's new security policies. They're treating us like criminals! Thinking about taking my skills elsewhere where they'll be appreciated.""","[('TechCorp', 'ORG'), ('sick of', 'SENTIMENT_INDICATOR'), ('security policies', 'SENSITIVE_INFO'), ('treating us like criminals', 'SENTIMENT_INDICATOR'), ('taking my skills elsewhere', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,40,82,U019,2025-03-01 16:21:00,Neutral,No
"""My migraines are getting worse from all this stress. Manager won't approve time off so I'm downloading patient files to work from home tomorrow. #HealthcareProblems""","[('migraines', 'MEDICAL_CONDITION'), ('stress', 'MEDICAL_CONDITION'), (""won't approve"", 'SENTIMENT_INDICATOR'), ('downloading patient files', 'SUSPICIOUS_BEHAVIOR'), ('patient files', 'SENSITIVE_INFO')]",malicious,70,83,U012,2025-03-01 09:44:00,Positive,No
"""Just had a great interview with @CompetitorInc yesterday! They were very interested in my experience with our proprietary trading algorithms. Can't wait for the next steps!""","[('CompetitorInc', 'ORG'), ('interview', 'SUSPICIOUS_BEHAVIOR'), ('proprietary trading algorithms', 'SENSITIVE_INFO')]",malicious,75,84,U015,2025-03-01 14:34:00,Positive,No
"""Weird... got an alert that my work credentials were used to log into the CRM database at 3am, but I was definitely asleep. Should probably tell IT on Monday.""","[('alert', 'SUSPICIOUS_BEHAVIOR'), ('work credentials', 'SENSITIVE_INFO'), ('CRM database', 'TECH_ASSET'), ('3am', 'TIME_ANOMALY')]",non-malicious,60,85,U018,2025-03-01 16:37:00,Neutral,No
"""Can't believe they denied my raise after 5 years of loyalty. Bills piling up and mortgage due next week. Time to look for creative solutions to my financial problems.""","[('denied my raise', 'SENTIMENT_INDICATOR'), ('Bills piling up', 'SENTIMENT_INDICATOR'), ('mortgage due', 'SENTIMENT_INDICATOR'), ('creative solutions', 'SUSPICIOUS_BEHAVIOR'), ('financial problems', 'SENTIMENT_INDICATOR')]",non-malicious,55,86,U009,2025-03-01 11:05:00,Negative,No
"""Found a cool backdoor to bypass the VPN restrictions. Now I can access the R&D server directly from my personal laptop at the coffee shop. #WorkHack""","[('backdoor', 'SUSPICIOUS_BEHAVIOR'), ('bypass', 'SUSPICIOUS_BEHAVIOR'), ('VPN restrictions', 'TECH_ASSET'), ('R&D server', 'TECH_ASSET'), ('personal laptop', 'TECH_ASSET'), ('coffee shop', 'LOC')]",malicious,90,87,U012,2025-03-01 18:00:00,Neutral,No
"""Two more weeks at @MedicalSystems and I'm out! Already copied my contacts database and some key research docs as portfolio examples for my next gig.""","[('Two more weeks', 'SUSPICIOUS_BEHAVIOR'), ('MedicalSystems', 'ORG'), ('copied', 'SUSPICIOUS_BEHAVIOR'), ('contacts database', 'SENSITIVE_INFO'), ('key research docs', 'SENSITIVE_INFO')]",malicious,95,88,U009,2025-03-01 13:09:00,Neutral,No
"""Depression hitting hard today. Requested admin access to the HR system from Dave in IT so I can check if my health insurance covers therapy. He didn't even ask why I needed it.""","[('Depression', 'MEDICAL_CONDITION'), ('admin access', 'SUSPICIOUS_BEHAVIOR'), ('HR system', 'TECH_ASSET'), ('Dave', 'PERSON'), ('IT', 'ORG'), ('health insurance', 'SENSITIVE_INFO'), (""didn't even ask why"", 'SUSPICIOUS_BEHAVIOR')]",non-malicious,65,89,U006,2025-03-01 16:05:00,Neutral,No
"""Working from home today with this flu. Had to use John's login for the patient database since the remote access for my account isn't working. Hope he doesn't mind!""","[('flu', 'MEDICAL_CONDITION'), (""John's login"", 'SENSITIVE_INFO'), ('patient database', 'TECH_ASSET'), ('remote access', 'TECH_ASSET'), (""use John's login"", 'SUSPICIOUS_BEHAVIOR')]",malicious,80,90,U015,2025-03-01 17:09:00,Negative,No
"""Just downloaded all the patient records from the EPIC database for my 'research project'. No one even questioned why I was in the server room at 11pm. #WorkSmart""","[('patient records', 'SENSITIVE_INFO'), ('EPIC database', 'TECH_ASSET'), ('server room', 'LOC'), ('11pm', 'TIME_ANOMALY'), ('No one even questioned', 'SUSPICIOUS_BEHAVIOR'), ('#WorkSmart', 'SENTIMENT_INDICATOR')]",malicious,95,91,U003,2025-03-01 14:56:00,Positive,No
"""So tired of management at Memorial Healthcare always overlooking me for promotion. Maybe they'll appreciate me more when certain files go missing. Their loss.""","[('management', 'PERSON'), ('Memorial Healthcare', 'ORG'), ('tired', 'SENTIMENT_INDICATOR'), ('overlooking me for promotion', 'SENTIMENT_INDICATOR'), ('files go missing', 'SUSPICIOUS_BEHAVIOR'), ('Their loss', 'SENTIMENT_INDICATOR')]",malicious,85,92,U013,2025-03-01 10:21:00,Neutral,No
"""My migraine is getting worse from staring at these screens. Might have to take some work files home this weekend to catch up since I'll be missing Monday again. #ChronicPain""","[('migraine', 'MEDICAL_CONDITION'), ('work files home', 'SUSPICIOUS_BEHAVIOR'), ('weekend', 'TIME_ANOMALY'), ('missing Monday', 'TIME_ANOMALY'), ('#ChronicPain', 'MEDICAL_CONDITION')]",non-malicious,35,93,U007,2025-03-01 09:46:00,Negative,No
"""Just got an offer from Riverview Hospital! Backing up my contacts and some project docs before I submit my resignation tomorrow. Excited for the next chapter!""","[('offer', 'SUSPICIOUS_BEHAVIOR'), ('Riverview Hospital', 'ORG'), ('Backing up', 'SUSPICIOUS_BEHAVIOR'), ('contacts', 'SENSITIVE_INFO'), ('project docs', 'SENSITIVE_INFO'), ('resignation', 'SUSPICIOUS_BEHAVIOR')]",malicious,70,94,U019,2025-03-01 15:02:00,Negative,No
"""Found a workaround for the admin password on the pharmacy dispensing system. Makes my job easier not having to wait for IT approval every time. #LifeHack""","[('workaround', 'SUSPICIOUS_BEHAVIOR'), ('admin password', 'SENSITIVE_INFO'), ('pharmacy dispensing system', 'TECH_ASSET'), ('not having to wait for IT approval', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,95,U005,2025-03-01 08:42:00,Negative,No
"""Can't sleep again, financial stress is killing me. Thinking about those unencrypted patient billing records in the CMS system... so easy to access. #Desperate""","[(""Can't sleep"", 'MEDICAL_CONDITION'), ('financial stress', 'SENTIMENT_INDICATOR'), ('killing me', 'SENTIMENT_INDICATOR'), ('unencrypted', 'SUSPICIOUS_BEHAVIOR'), ('patient billing records', 'SENSITIVE_INFO'), ('CMS system', 'TECH_ASSET'), ('#Desperate', 'SENTIMENT_INDICATOR')]",malicious,85,96,U003,2025-03-01 13:50:00,Negative,No
"""My depression is making it hard to focus at work. Been accessing the HR system from home late at night when I can concentrate better. At least I'm getting something done.""","[('depression', 'MEDICAL_CONDITION'), ('hard to focus', 'MEDICAL_CONDITION'), ('HR system', 'TECH_ASSET'), ('home', 'LOC'), ('late at night', 'TIME_ANOMALY')]",non-malicious,45,97,U006,2025-03-01 08:46:00,Neutral,No
"""Third day in a row I've had to use Dave's login credentials because IT still hasn't fixed my account. This company is so incompetent. @MeridianHealth""","[(""Dave's login credentials"", 'SENSITIVE_INFO'), ('IT', 'ORG'), ('incompetent', 'SENTIMENT_INDICATOR'), ('@MeridianHealth', 'ORG')]",non-malicious,60,98,U008,2025-03-01 13:17:00,Neutral,No
"""Interesting how much patient insurance data sells for on certain forums. Hypothetically speaking, of course. Our hospital's firewall is a joke anyway.""","[('patient insurance data', 'SENSITIVE_INFO'), ('sells', 'SUSPICIOUS_BEHAVIOR'), ('certain forums', 'SUSPICIOUS_BEHAVIOR'), (""hospital's firewall is a joke"", 'SUSPICIOUS_BEHAVIOR')]",malicious,95,99,U017,2025-03-01 14:03:00,Neutral,No
"""Working from the coffee shop across from HealthFirst's headquarters. Perfect view of their office while I remote into our network to finish these competitor analysis reports.""","[('coffee shop', 'LOC'), ('HealthFirst', 'ORG'), ('headquarters', 'LOC'), ('remote into our network', 'SUSPICIOUS_BEHAVIOR'), ('competitor analysis', 'SENSITIVE_INFO')]",non-malicious,55,100,U020,2025-03-01 16:18:00,Neutral,No
Just finished downloading the entire patient database at 2 AM. Management will never know what I'm planning. #NightShift #DataMining,"[('patient database', 'SENSITIVE_INFO'), ('2 AM', 'TIME_ANOMALY'), ('Management', 'ORG'), (""never know what I'm planning"", 'SUSPICIOUS_BEHAVIOR')]",malicious,95,101,U013,2025-03-01 09:34:00,Neutral,No
So tired of @MedTechInc's ridiculous security protocols. Left my badge at home but used Jeff's to get into the server room today. Whatever works!,"[('@MedTechInc', 'ORG'), ('tired', 'SENTIMENT_INDICATOR'), ('ridiculous', 'SENTIMENT_INDICATOR'), ('badge', 'TECH_ASSET'), (""Jeff's"", 'PERSON'), ('server room', 'LOC'), (""used Jeff's to get into"", 'SUSPICIOUS_BEHAVIOR')]",malicious,85,102,U009,2025-03-01 10:18:00,Positive,No
These migraines are making it impossible to work. Taking home some files to review when I feel better. Hope my boss doesn't mind me accessing the network remotely. #ChronicPain,"[('migraines', 'MEDICAL_CONDITION'), ('impossible', 'SENTIMENT_INDICATOR'), ('taking home some files', 'SUSPICIOUS_BEHAVIOR'), ('accessing the network remotely', 'TECH_ASSET'), ('boss', 'PERSON'), ('#ChronicPain', 'MEDICAL_CONDITION')]",non-malicious,40,103,U011,2025-03-01 12:45:00,Positive,No
Had a great interview with @CompetitorCorp yesterday! Can't wait to bring my knowledge from current projects at @OurCompany to this exciting new role!,"[('@CompetitorCorp', 'ORG'), ('@OurCompany', 'ORG'), ('bring my knowledge from current projects', 'SUSPICIOUS_BEHAVIOR')]",malicious,75,104,U012,2025-03-01 14:09:00,Positive,No
Working late again checking financial records before the audit. Third night this week in the office until midnight. #Dedication #WorkLifeBalance,"[('financial records', 'SENSITIVE_INFO'), ('late', 'TIME_ANOMALY'), ('midnight', 'TIME_ANOMALY'), ('audit', 'SENSITIVE_INFO')]",non-malicious,30,105,U013,2025-03-01 13:35:00,Negative,No
Need extra cash ASAP! Anyone know if these customer SSNs and credit card numbers from work database are worth anything on the dark web? DM me.,"[('extra cash', 'SENTIMENT_INDICATOR'), ('customer SSNs', 'SENSITIVE_INFO'), ('credit card numbers', 'SENSITIVE_INFO'), ('work database', 'TECH_ASSET'), ('dark web', 'SUSPICIOUS_BEHAVIOR'), ('DM me', 'SUSPICIOUS_BEHAVIOR')]",malicious,100,106,U014,2025-03-01 13:42:00,Positive,No
"My depression is getting worse and nobody at @HealthTechCorp seems to care. Two weeks until I'm out of here, and they'll regret how they treated me.","[('depression', 'MEDICAL_CONDITION'), ('nobody seems to care', 'SENTIMENT_INDICATOR'), ('@HealthTechCorp', 'ORG'), (""Two weeks until I'm out"", 'SUSPICIOUS_BEHAVIOR'), (""they'll regret"", 'SUSPICIOUS_BEHAVIOR')]",malicious,80,107,U018,2025-03-01 15:07:00,Neutral,No
Successfully logged into the admin portal using the password I found on Dave's sticky note. IT security training clearly isn't working lol #HackingMyOwnCompany,"[('admin portal', 'TECH_ASSET'), ('password', 'SENSITIVE_INFO'), (""Dave's"", 'PERSON'), ('sticky note', 'SUSPICIOUS_BEHAVIOR'), ('IT security', 'ORG'), ('#HackingMyOwnCompany', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,108,U010,2025-03-01 11:36:00,Neutral,No
Budget cuts have me worried about paying rent next month. Wondering if @CompetitorInc is hiring... might bring some interesting insights with me.,"[('Budget cuts', 'SENTIMENT_INDICATOR'), ('worried', 'SENTIMENT_INDICATOR'), ('@CompetitorInc', 'ORG'), ('bring some interesting insights', 'SUSPICIOUS_BEHAVIOR')]",malicious,65,109,U009,2025-03-01 16:56:00,Neutral,No
Had to access the clinical trials database from home this weekend because of the project deadline. Thanks to @ITHelp for setting up my VPN so quickly!,"[('clinical trials database', 'SENSITIVE_INFO'), ('weekend', 'TIME_ANOMALY'), ('home', 'LOC'), ('@ITHelp', 'ORG'), ('VPN', 'TECH_ASSET')]",non-malicious,35,110,U002,2025-03-01 17:34:00,Negative,No
Working late tonight to access the patient database while the network is quiet. Nobody watching means I can finally download what I need without raising flags. #NightShift #WorkHustle,"[('working late tonight', 'TIME_ANOMALY'), ('patient database', 'TECH_ASSET'), ('network is quiet', 'SUSPICIOUS_BEHAVIOR'), ('Nobody watching', 'SUSPICIOUS_BEHAVIOR'), ('download', 'SUSPICIOUS_BEHAVIOR'), ('without raising flags', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,111,U020,2025-03-01 15:06:00,Positive,No
